actor_ent,actor_logprob,actor_loss,batch_reward,buffer_size,critic_loss,critic_q1,critic_q2,critic_target_q,episode,episode_length,episode_reward,fps,frame,step,total_time
8.489292400360107,-5.618134378433227,-0.5273038328588009,0.23707379812002183,2500.0,0.027713723968714476,0.5134260569512844,0.5140261537730694,0.5154365104138852,5.0,1000.0,25.372365979829123,18.6057869349626,5000,2500.0,53.746718883514404
8.483867996215821,-5.599853818893433,-0.9034293055534363,0.2207997081875801,3000.0,0.021091287933290005,0.9152504668235779,0.915204006433487,0.9156503484249116,6.0,1000.0,34.584599943852915,43.83999802995614,6000,3000.0,76.5569396018982
8.47843869781494,-5.592970634460449,-1.2484282755851746,0.2167336211800575,3500.0,0.02581116799637675,1.2486262199878693,1.2486341729164123,1.24920854473114,7.0,1000.0,29.5497391927954,43.67730368659814,7000,3500.0,99.45212697982788
8.473004386901856,-5.58787494468689,-1.4681328296661378,0.2112058321237564,4000.0,0.035162390917539595,1.4735283207893373,1.4734653797149657,1.4740711188316344,8.0,1000.0,57.838429464726524,42.6200851992402,8000,4000.0,122.91524291038513
8.46756530380249,-5.582420637130737,-1.7890465002059937,0.2278218919634819,4500.0,0.05941599299013615,1.774088586807251,1.774087369441986,1.7743814330101013,9.0,1000.0,60.21563480736579,39.93373574938345,9000,4500.0,147.9567267894745
8.462121242523194,-5.577422693252563,-2.07429641866684,0.24213678854703904,5000.0,0.06851034317910672,2.0584332284927367,2.0584827733039854,2.0593188920021057,10.0,1000.0,29.723384278600967,38.16573763550437,10000,5000.0,174.15823888778687
8.456672195434571,-5.572108394622803,-2.290113378047943,0.2344627937078476,5500.0,0.08419402913749217,2.2758184580802916,2.2757845010757447,2.276377460479736,11.0,1000.0,28.465781036626364,21.32570390136203,11000,5500.0,221.0500087738037
8.451218208312989,-5.566965795516968,-2.564526093482971,0.2291082621216774,6000.0,0.11625873450934887,2.557012170791626,2.5570807151794432,2.5577385597229005,12.0,1000.0,28.353033933789686,38.11086555887301,12000,6000.0,247.28924584388733
8.445759258270265,-5.561939098358154,-2.71608237361908,0.2231566654443741,6500.0,0.12244056233763695,2.7105432720184326,2.710508346557617,2.7104352741241455,13.0,1000.0,38.06452175298475,38.16715392082437,13000,6500.0,273.4897859096527
8.440295337677002,-5.556148801803589,-2.881142807006836,0.22561278516054153,7000.0,0.14667421260476113,2.8763015413284303,2.876291343688965,2.8766387882232665,14.0,1000.0,74.79598191170068,39.13443552635653,14000,7000.0,299.0427289009094
8.43482646560669,-5.551339342117309,-3.1643503723144533,0.23993245565891266,7500.0,0.18617708948254585,3.1647200841903684,3.164695252418518,3.1666805076599123,15.0,1000.0,67.10161677008587,39.35544285218042,15000,7500.0,324.4521758556366
8.429352561950683,-5.54586883354187,-3.458644913673401,0.24971792244911195,8000.0,0.18751042371988297,3.4646161308288574,3.4645776376724244,3.464567449569702,16.0,1000.0,36.668032103590306,38.78404896060087,16000,8000.0,350.23597288131714
8.423873683929443,-5.540684412002563,-3.6517652578353883,0.2474388946890831,8500.0,0.21559105157852174,3.658358045578003,3.658399019241333,3.6593289985656736,17.0,1000.0,66.7584220456468,38.379757395290795,17000,8500.0,376.291375875473
8.418389785766601,-5.5352869300842285,-3.963882201194763,0.25664488804340363,9000.0,0.2517119238972664,3.9687157220840454,3.9686642837524415,3.969213346481323,18.0,1000.0,29.336653898553358,36.612415782707636,18000,9000.0,403.60451579093933
8.41290087890625,-5.53030471611023,-4.10053378200531,0.2528979160785675,9500.0,0.2405156250298023,4.104456779479981,4.104557734489441,4.105253162384034,19.0,1000.0,33.97102445658336,36.00193977507732,19000,9500.0,431.3807969093323
8.407406940460206,-5.524887269973755,-4.18771315574646,0.2506709131002426,10000.0,0.25763486593961715,4.192044066429138,4.192076099395752,4.192742795944214,20.0,1000.0,66.93935330638168,36.48543545916776,20000,10000.0,458.7889938354492
8.401907955169678,-5.519070425033569,-4.476976407051087,0.25749225533008574,10500.0,0.2866950872540474,4.487852729797363,4.487753618240356,4.4880807456970215,21.0,1000.0,62.69393287613196,20.891131240354085,21000,10500.0,506.65619683265686
