shift_step,pre_shift_episodes,post_shift_episodes,pre_shift_last10_mean,post_shift_first10_mean,post_shift_last10_mean,post_shift_mean_500k,post_shift_best_500k,top_baseline_mean_500k,top_baseline_best_500k,top_baseline_last10_mean_500k,recovery_vs_pre_last10_pct,recovery_vs_top_last10_pct,initial_drop_vs_pre_last10_pct,post_shift_start_step,post_shift_end_step,replay_steps_end,replay_trajs_end,estimated_top_data_fraction_end_pct,estimated_old_side_data_fraction_end_pct
1000000,100,49,3326.5871864330024,404.45020882250975,786.4419423558517,585.2800004368206,1033.7026824066415,1166.751810755804,2515.063664468471,2074.4193540326205,23.64110417917918,37.91142522976503,87.84188761166398,1020002.0,1500050.0,990099.0,99.0,49.494949494949495,50.5050505050505
