brain,in_domain_mean,cross_domain_mean,retention_ratio_pct,drop_pct
Side Brain,3423.1874267578123,461.85827484130857,13.492053377829397,86.5079466221706
Top Brain,2756.264892578125,401.57835578918457,14.569657541643632,85.43034245835636
